Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Regulation Of Amyloid-Beta Formation (GO:1902003),9/33,0.0035178942302448,0.0512021425243051,0,0,3.472700411099692,19.62038469649732,NTRK2;PRNP;RTN1;IFNGR1;IGF1;CLU;TNF;RTN4;ABCG1
GO_Biological_Process_2023,Canonical Wnt Signaling Pathway (GO:0060070),14/65,0.0035590082591626,0.0516181514770805,0,0,2.5448374094614663,14.348488950469536,CCL14;FZD1;WNT2B;FZD4;WNT3A;LRRK2;CAV1;DIXDC1;WNT7A;NR4A2;FRAT1;SFRP1;SFRP5;WNT2
GO_Biological_Process_2023,Negative Regulation Of Angiogenesis (GO:0016525),17/86,0.0036455212607841,0.0526873756953325,0,0,2.2852784134248667,12.830137853813865,SPARC;SEMA6A;PDE3B;PTPRM;VASH1;KLF4;TNF;DCN;KLF2;CLDN5;HHEX;ALOX5;COL4A3;PPARG;GHRL;TEK;HOXA5
GO_Biological_Process_2023,Positive Regulation Of Cytoskeleton Organization (GO:0051495),16/79,0.0036700319579725,0.0528561595625486,0,0,2.355264127311574,13.207272919236924,SEMA5A;CCL24;CSF3;EDN1;GSN;CCL21;PRKCE;SYNPO2;PLEK;LMOD1;SORBS3;HCK;SYNPO2L;CDC42EP2;TEK;NES
GO_Biological_Process_2023,Cardiac Muscle Tissue Development (GO:0048738),12/52,0.0037250061707492,0.0532753486712366,0,0,2.7799794132784355,15.547554087113175,GJA1;BMP2;NOTCH1;HEY1;GJA5;HEY2;ANKRD1;GATA5;MSX1;SGCG;BMP5;TBX2
GO_Biological_Process_2023,Icosanoid Metabolic Process (GO:0006690),12/52,0.0037250061707492,0.0532753486712366,0,0,2.7799794132784355,15.547554087113175,PTGIS;HPGD;ALOX5;PLA2G4C;ALOX15;TBXAS1;CASP1;DPEP2;ABHD6;GGT1;LTC4S;MGLL
GO_Biological_Process_2023,Negative Regulation Of Myeloid Cell Differentiation (GO:0045638),7/22,0.0038413677775027,0.0538015276009635,0,0,4.319301848049282,24.023640635748173,MEIS1;ZFP36;CDK6;MAFB;ZBTB16;MEIS2;HOXA5
GO_Biological_Process_2023,Positive Regulation Of Cholesterol Efflux (GO:0010875),7/22,0.0038413677775027,0.0538015276009635,0,0,4.319301848049282,24.023640635748173,ABCA3;CAV1;APOA1;PPARG;ABCA8;PLTP;CES1
GO_Biological_Process_2023,Positive Regulation Of Receptor Internalization (GO:0002092),7/22,0.0038413677775027,0.0538015276009635,0,0,4.319301848049282,24.023640635748173,CCL14;ANGPT1;WNT3A;PCSK9;ARRB2;SELE;APLN
GO_Biological_Process_2023,Defense Response To Tumor Cell (GO:0002357),5/12,0.0039054762691643,0.0538015276009635,0,0,6.607326007326007,36.640104020499,SPI1;LAPTM5;PRF1;KLF4;RBMS3
GO_Biological_Process_2023,Granulocyte Activation (GO:0036230),5/12,0.0039054762691643,0.0538015276009635,0,0,6.607326007326007,36.640104020499,PREX1;IL15;CCL5;CTSG;CAMP
GO_Biological_Process_2023,Low-Density Lipoprotein Particle Remodeling (GO:0034374),5/12,0.0039054762691643,0.0538015276009635,0,0,6.607326007326007,36.640104020499,CETP;PLA2G2A;AGTR1;PLA2G3;PLA2G5
GO_Biological_Process_2023,Macrophage Migration (GO:1905517),5/12,0.0039054762691643,0.0538015276009635,0,0,6.607326007326007,36.640104020499,EDNRB;CCL5;SFTPD;CCL3;CCL2
GO_Biological_Process_2023,Negative Regulation Of Complement Activation (GO:0045916),5/12,0.0039054762691643,0.0538015276009635,0,0,6.607326007326007,36.640104020499,SERPING1;C4BPA;CD59;SVEP1;VSIG4
GO_Biological_Process_2023,Positive Regulation Of Neuroinflammatory Response (GO:0150078),5/12,0.0039054762691643,0.0538015276009635,0,0,6.607326007326007,36.640104020499,IL33;IL6;IL1B;NUPR1;TNF
GO_Biological_Process_2023,Relaxation Of Cardiac Muscle (GO:0055119),5/12,0.0039054762691643,0.0538015276009635,0,0,6.607326007326007,36.640104020499,RGS2;GSN;PLN;ATP1A2;KCNJ2
GO_Biological_Process_2023,Response To Thyroid Hormone (GO:0097066),5/12,0.0039054762691643,0.0538015276009635,0,0,6.607326007326007,36.640104020499,CTSL;KLF9;LMO2;CTSH;CTSS
GO_Biological_Process_2023,Positive Regulation Of Protein Modification Process (GO:0031401),35/225,0.003920245732449,0.0538249739065247,0,0,1.713061951754386,9.493105722626154,TFRC;LRRK2;ITLN1;KNDC1;FGF2;TNF;AGER;C3;CDH5;RELN;CCND2;GPNMB;LEPR;RSPO1;PPP1R16B;EGR1;CD74;NTRK2;ANGPT1;WNT3A;RARRES2;LIMK2;VEGFC;LILRB2;AXIN2;MARCO;BMP2;DAB2;IL1B;FGF18;PECAM1;TEK;GAS6;HLA-DRB1;ENG
GO_Biological_Process_2023,Organic Substance Transport (GO:0071702),32/201,0.0039526809397799,0.0540126718440573,0,0,1.7601688682931933,9.739650141262254,SLC22A4;CETP;SLC22A3;RAMP2;RAMP3;CALCRL;AQP9;ITPR1;AQP4;SLC3A2;ATP2C1;CLU;AQP1;SLC6A4;CACNG6;CCL8;SLN;SLCO2B1;CCL5;PDPN;CDH23;CCL3;PLTP;ARRDC4;CCR1;ABCA6;ABCA3;CAV1;ABCA9;ABCA8;SLCO2A1;ABCG2
GO_Biological_Process_2023,Positive Regulation Of Signal Transduction (GO:0009967),40/266,0.0039723391240284,0.0540126718440573,0,0,1.6468957230989625,9.10469857543745,LAMA2;CITED2;LRRK2;TNFAIP3;DLL1;CTSS;C3;HHEX;RELN;CTSL;RSPO2;CTSH;RSPO1;SASH1;CCBE1;CD74;PTGIS;CRBN;VWF;BDNF;CAV2;LY86;WNT7A;IGF1;SORBS1;TPD52L1;BMP6;KLF2;SFRP1;BMP2;IL6;PTPRC;IL1B;PDCL;GHRL;TEK;GAS6;IL7R;SHANK3;LIMS2
GO_Biological_Process_2023,Heart Morphogenesis (GO:0003007),13/59,0.003973255539876,0.0540126718440573,0,0,2.619296556665025,14.479915296969926,ACVRL1;NOTCH1;TBX3;TBX2;TGFBR3;OLFM1;BMP2;HEY1;SOX17;SYNPO2L;HEY2;ANKRD1;ENG
GO_Biological_Process_2023,Positive Regulation Of Cell-Cell Adhesion (GO:0022409),11/46,0.0040269864206669,0.0545630166668656,0,0,2.9116696061140503,16.057092018904868,CITED2;PODXL;CCL5;IL1B;FGG;CD47;AGER;TNF;CD44;JAK1;SMAD7
GO_Biological_Process_2023,Regulation Of Type II Interferon Production (GO:0032649),17/87,0.0041274634869972,0.0556351491512034,0,0,2.2525062656641603,12.366467143736054,PRNP;PDE4D;SLC11A1;LAPTM5;CLEC7A;IL1B;PDE4B;TLR8;TLR7;CD47;CD14;GAS6;IL12RB1;TLR4;HLA-DRB1;IL18R1;HLA-DPA1
GO_Biological_Process_2023,Cellular Response To Glucocorticoid Stimulus (GO:0071385),6/17,0.0041466352972613,0.0556351491512034,0,0,5.047063762302346,27.685456520250025,ZFP36;KLF9;FAM107A;NR3C1;ZFP36L2;AQP1
GO_Biological_Process_2023,Prostaglandin Biosynthetic Process (GO:0001516),6/17,0.0041466352972613,0.0556351491512034,0,0,5.047063762302346,27.685456520250025,CD74;EDN1;PTGIS;TBXAS1;PTGDS;PTGS1
GO_Biological_Process_2023,Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),16/80,0.0041804294239415,0.0559064571338151,0,0,2.3183341928829293,12.698307632826513,RB1;CEBPA;DUSP1;HEG1;INCA1;RASIP1;SLC8A3;HHEX;RGS2;BMP2;HYAL2;IL1B;PKIA;PPARG;SPRY1;PKIG
GO_Biological_Process_2023,Endothelial Cell Migration (GO:0043542),10/40,0.0042636360279305,0.0566457136829005,0,0,3.0874035989717226,16.84991562733514,CDH5;NR4A1;EGR3;SOX18;TNFSF12;ID1;LPXN;S100A12;CDH13;S100A9
GO_Biological_Process_2023,Negative Regulation Of Cell-Cell Adhesion (GO:0022408),10/40,0.0042636360279305,0.0566457136829005,0,0,3.0874035989717226,16.84991562733514,IL1RN;BMP2;NOTCH1;PODXL;NOTCH4;MYADM;APOA1;KLF4;PPM1F;BMP6
GO_Biological_Process_2023,Regulation Of Chemotaxis (GO:0050920),8/28,0.0042769645436712,0.0566457136829005,0,0,3.703133025166923,20.198782559708256,EFNB2;PDGFRA;CCL21;RARRES2;PDGFB;CXCR4;AIF1;PPM1F
GO_Biological_Process_2023,Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924),9/34,0.0043763009603106,0.0575910020943116,0,0,3.33360739979445,18.106660076146024,NR4A1;RAMP2;NOTCH1;EGR3;SEMA6A;VEGFC;GAS1;MT1G;PRKD1
GO_Biological_Process_2023,Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043551),9/34,0.0043763009603106,0.0575910020943116,0,0,3.33360739979445,18.106660076146024,FGR;PDGFRA;CCL21;KIT;PDGFB;TNFAIP8L3;PRKD1;TEK;FGF2
GO_Biological_Process_2023,Cell Surface Pattern Recognition Receptor Signaling Pathway (GO:0002752),4/8,0.0046126664064544,0.0584602243944183,0,0,9.247052793439265,49.739427160770525,FCN1;COLEC11;FCN3;FFAR2
GO_Biological_Process_2023,"Complement Activation, Lectin Pathway (GO:0001867)",4/8,0.0046126664064544,0.0584602243944183,0,0,9.247052793439265,49.739427160770525,FCN1;COLEC11;FCN3;MASP1
GO_Biological_Process_2023,Cyclooxygenase Pathway (GO:0019371),4/8,0.0046126664064544,0.0584602243944183,0,0,9.247052793439265,49.739427160770525,PTGIS;TBXAS1;PTGDS;PTGS1
GO_Biological_Process_2023,Embryonic Digestive Tract Morphogenesis (GO:0048557),4/8,0.0046126664064544,0.0584602243944183,0,0,9.247052793439265,49.739427160770525,PDGFRA;FOXF1;ID2;TCF21
GO_Biological_Process_2023,Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation (GO:0003198),4/8,0.0046126664064544,0.0584602243944183,0,0,9.247052793439265,49.739427160770525,NOTCH1;HEY2;SNAI2;ENG
GO_Biological_Process_2023,Positive Regulation Of Opsonization (GO:1903028),4/8,0.0046126664064544,0.0584602243944183,0,0,9.247052793439265,49.739427160770525,FCN1;COLEC11;FCN3;PLA2G5
GO_Biological_Process_2023,Regulation Of RNA Biosynthetic Process (GO:2001141),4/8,0.0046126664064544,0.0584602243944183,0,0,9.247052793439265,49.739427160770525,FCN3;IL1B;MITF;TNFRSF1B
GO_Biological_Process_2023,Regulation Of Dendritic Cell Antigen Processing And Presentation (GO:0002604),4/8,0.0046126664064544,0.0584602243944183,0,0,9.247052793439265,49.739427160770525,CCL21;SLC11A1;CD68;FCGR2B
GO_Biological_Process_2023,Regulation Of Endothelial Cell Differentiation (GO:0045601),4/8,0.0046126664064544,0.0584602243944183,0,0,9.247052793439265,49.739427160770525,TMEM100;BTG1;NOTCH4;ATOH8
GO_Biological_Process_2023,Regulation Of Podosome Assembly (GO:0071801),4/8,0.0046126664064544,0.0584602243944183,0,0,9.247052793439265,49.739427160770525,HCK;GSN;LCP1;TNF
GO_Biological_Process_2023,Type B Pancreatic Cell Differentiation (GO:0003309),4/8,0.0046126664064544,0.0584602243944183,0,0,9.247052793439265,49.739427160770525,CDK6;DLL1;BMP6;BMP5
GO_Biological_Process_2023,Vascular Associated Smooth Muscle Cell Differentiation (GO:0035886),4/8,0.0046126664064544,0.0584602243944183,0,0,9.247052793439265,49.739427160770525,EFEMP2;RAMP2;HEY2;ENG
GO_Biological_Process_2023,Response To Lipid (GO:0033993),20/110,0.0046831615789484,0.0591716028947507,0,0,2.062015503875969,11.060201326019484,GPX3;SLC11A1;SMAD6;SELE;SOCS2;SELP;SLPI;ALDH1A2;IL1B;FBXO3;ALPL;CTSH;PPARG;CD36;FGFR4;S100A9;TLR4;ABCG1;S100A8;SNCA
GO_Biological_Process_2023,Positive Regulation Of Multicellular Organismal Process (GO:0051240),54/387,0.004800722237415,0.0604714828621175,0,0,1.5108975361474046,8.066665183985135,ITK;THRA;FGF2;TNF;GHR;GJA1;SLN;ACADL;LEPR;CD36;SS18;PRKCH;IL15;SLC11A1;FGG;AXIN2;TGFBR2;FGR;OLFM1;IL1A;IL1B;MMRN2;PPARG;LCP1;GAS6;PTGER4;GRP;EPAS1;PDGFB;GATA5;CXCR4;ADRB2;LILRA2;RTN4;SDCBP;PDPN;ZBED2;PPARGC1A;PPARGC1B;IL33;BAD;ZBTB16;CAV1;TRPV2;G0S2;TMEM64;LILRB2;DAB2;BMP2;IL6;FABP4;FABP5;ALPL;GHRL
GO_Biological_Process_2023,Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),28/172,0.0049219480684245,0.0618094637007336,0,0,1.8063051375194603,9.598797401931844,ITGB1;ROBO4;ITGAM;GATA5;PTPRM;NEXN;ATP2C1;CDH6;CDH5;IGSF21;FLRT3;CDH23;NTNG1;SELE;TGFBR2;PTPRD;SELP;CLDN11;CLDN5;MAG;SELL;CD209;PECAM1;CDH13;CLDN18;ESAM;PCDHB4;CEACAM8
GO_Biological_Process_2023,Artery Development (GO:0060840),7/23,0.005062586382782,0.0631902827596335,0,0,4.04912089322382,21.403158171911898,ACVRL1;EFEMP2;GJA5;PDE2A;SMAD7;TGFBR2;ENG
GO_Biological_Process_2023,Endocardial Cushion Development (GO:0003197),7/23,0.005062586382782,0.0631902827596335,0,0,4.04912089322382,21.403158171911898,ACVRL1;BMP2;NOTCH1;HEY1;FOXF1;TBX2;ENG
GO_Biological_Process_2023,Negative Regulation Of Protein Phosphorylation (GO:0001933),25/149,0.0051322958393328,0.063866847619976,0,0,1.8720750459635636,9.869958153201573,RB1;LRRK2;FBLN1;C9ORF72;SAMSN1;PPM1F;RASSF2;CAMK2N1;SNX25;SLIT2;SH3GL2;SNCA;PRNP;CAV1;PDE4D;SMAD6;PTPN13;SMAD7;SFRP1;IMPACT;PTPRC;GNAQ;MYADM;PPARG;ENG
GO_Biological_Process_2023,Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138),17/89,0.0052486621288727,0.0651181906892373,0,0,2.1896929824561404,11.495410952518515,CSF3;IFNA14;RAMP3;TFRC;BDNF;WNT3A;CAV1;SH2D3C;OSM;TNF;IL6;HCLS1;PRKD1;GAS6;CD44;IFNA10;SNCA
GO_Biological_Process_2023,Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),16/82,0.0053756289969833,0.0664931406563796,0,0,2.24783159079188,11.746897454882603,CD86;IL33;IFNGR1;LILRA2;CLU;AGER;HLA-E;IL1A;IL6;TYROBP;PTPRC;CLEC7A;CCL3;LCP1;CD14;TLR4
GO_Biological_Process_2023,Sarcomere Organization (GO:0045214),8/29,0.0054085725934263,0.0666160328196101,0,0,3.5265976960892216,18.4080290919896,WDR1;SYNPO2L;TNNT2;ANKRD1;CAPN3;FLNC;MYOZ1;MYOM2
GO_Biological_Process_2023,Defense Response To Gram-negative Bacterium (GO:0050829),15/75,0.0054502556591912,0.0666160328196101,0,0,2.3176546391752577,12.07983096841854,SLC11A1;RARRES2;RNASE6;DEFA3;DEFB1;DEFA1;LYZ;MPEG1;AQP1;SELP;IL6;DMBT1;CTSG;TLR4;CAMP
GO_Biological_Process_2023,Regulation Of Fat Cell Differentiation (GO:0045598),15/75,0.0054502556591912,0.0666160328196101,0,0,2.3176546391752577,12.07983096841854,PTPRR;RARRES2;ZBTB16;TMEM64;TNF;ZFP36L2;ZFP36;SFRP1;BMP2;IL6;ALOX5;ID2;PPARG;LCP1;RUNX1T1
GO_Biological_Process_2023,Regulation Of Stress Fiber Assembly (GO:0051492),15/75,0.0054502556591912,0.0666160328196101,0,0,2.3176546391752577,12.07983096841854,PTGER4;ARHGEF15;MYOC;GPR65;APOA1;ARHGAP28;SORBS3;PPM1F;ACTG1;SFRP1;SYNPO2L;CD47;PHLDB2;CGNL1;CLASP2
GO_Biological_Process_2023,Endothelial Cell Proliferation (GO:0001935),6/18,0.0057118277092036,0.0681455142763035,0,0,4.626218573627502,23.895419201526444,SEMA5A;HMOX1;PROK2;TEK;CD34;THAP1
GO_Biological_Process_2023,Heart Trabecula Morphogenesis (GO:0061384),6/18,0.0057118277092036,0.0681455142763035,0,0,4.626218573627502,23.895419201526444,TGFBR3;NOTCH1;HEY1;TEK;BMP5;ENG
GO_Biological_Process_2023,Mesenchyme Morphogenesis (GO:0072132),6/18,0.0057118277092036,0.0681455142763035,0,0,4.626218573627502,23.895419201526444,ACVRL1;BMP2;NOTCH1;HEY1;TBX2;ENG
GO_Biological_Process_2023,Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),6/18,0.0057118277092036,0.0681455142763035,0,0,4.626218573627502,23.895419201526444,NTRK2;PRNP;RTN1;IGF1;CLU;RTN4
GO_Biological_Process_2023,Negative Regulation Of Lipid Storage (GO:0010888),6/18,0.0057118277092036,0.0681455142763035,0,0,4.626218573627502,23.895419201526444,IL6;PPARG;ABHD5;TNF;ABCG1;CES1
GO_Biological_Process_2023,Negative Regulation Of Nervous System Development (GO:0051961),6/18,0.0057118277092036,0.0681455142763035,0,0,4.626218573627502,23.895419201526444,IL6;NOTCH1;WNT3A;IL1B;WNT7A;TNF
GO_Biological_Process_2023,Peptide Antigen Assembly With MHC Protein Complex (GO:0002501),6/18,0.0057118277092036,0.0681455142763035,0,0,4.626218573627502,23.895419201526444,HLA-DRB4;HLA-DRA;HLA-DRB3;HLA-DQA1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023,Pulmonary Valve Morphogenesis (GO:0003184),6/18,0.0057118277092036,0.0681455142763035,0,0,4.626218573627502,23.895419201526444,NOTCH1;HEY1;GJA5;HEY2;SLIT2;SMAD6
GO_Biological_Process_2023,Calcium Ion Transport (GO:0006816),20/112,0.0057636819139594,0.0681455142763035,0,0,2.0169643860240423,10.399828981988314,CCR1;RAMP2;SLC24A4;MCOLN3;CALCRL;RAMP3;CAV1;ITPR1;TRPV2;SLC3A2;ATP2C1;CLU;CACNG6;SLC8A3;CCL8;SLN;CCL5;CDH23;CCL3;GAS6
GO_Biological_Process_2023,Small GTPase Mediated Signal Transduction (GO:0007264),20/112,0.0057636819139594,0.0681455142763035,0,0,2.0169643860240423,10.399828981988314,RB1;DIRAS3;RRAD;ARL3;RASGRF1;ARHGAP18;IGF1;RASGRP2;FGF2;RERG;ART4;RASSF1;DOK2;ARHGAP30;MRAS;RRAS;DOK6;PLCE1;GRAP;RAPGEF4
GO_Biological_Process_2023,Regulation Of Intracellular Signal Transduction (GO:1902531),43/297,0.0058046188523477,0.0681455142763035,0,0,1.575241738872599,8.111079324033744,ARHGAP9;ZFAND6;DOCK8;LRRK2;WWC2;AKAP7;SLA;ARHGAP18;ARHGAP15;TNF;AGER;GNAI1;PKHD1;AKAP12;FGD3;PREX1;FGD5;RASSF2;LBH;RRAS;CLEC7A;CHN2;CHN1;CAPN3;ROS1;PPP1R16B;NTRK2;MYOC;ARHGEF15;VWF;DAPK2;PDE2A;ARHGAP28;PTPN13;BST1;ARHGAP30;RRAGB;IL1B;RGN;GRAP;TEK;DOCK2;CRK
GO_Biological_Process_2023,Mature B Cell Differentiation Involved In Immune Response (GO:0002313),5/13,0.0058400986986004,0.0681455142763035,0,0,5.781089743589743,29.732188382576823,DOCK11;IL6;MFNG;FCGR2B;DLL1
GO_Biological_Process_2023,Negative Regulation Of Cell Activation (GO:0050866),5/13,0.0058400986986004,0.0681455142763035,0,0,5.781089743589743,29.732188382576823,PDGFRA;THBD;PDGFB;LDLR;CD200
GO_Biological_Process_2023,Positive Regulation Of Cardiac Muscle Cell Proliferation (GO:0060045),5/13,0.0058400986986004,0.0681455142763035,0,0,5.781089743589743,29.732188382576823,TGFBR3;NOTCH1;ZFPM2;FGF2;TBX2
GO_Biological_Process_2023,Relaxation Of Muscle (GO:0090075),5/13,0.0058400986986004,0.0681455142763035,0,0,5.781089743589743,29.732188382576823,RGS2;GSN;PLN;ATP1A2;KCNJ2
GO_Biological_Process_2023,Secondary Palate Development (GO:0062009),5/13,0.0058400986986004,0.0681455142763035,0,0,5.781089743589743,29.732188382576823,TGFBR3;WNT3A;WNT7A;LRRC32;TGFBR2
GO_Biological_Process_2023,Branching Morphogenesis Of An Epithelial Tube (GO:0048754),10/42,0.0061844772952948,0.0714910355416585,0,0,2.8941195372750643,14.718660741829568,PKHD1;NOTCH4;TIE1;TCF21;SLIT2;NPNT;FGF2;RASIP1;TGFBR2;ENG
GO_Biological_Process_2023,Cardiac Ventricle Morphogenesis (GO:0003208),10/42,0.0061844772952948,0.0714910355416585,0,0,2.8941195372750643,14.718660741829568,TGFBR3;NOTCH1;HEY1;FOXF1;TNNC1;TNNT2;HEY2;SMAD7;TGFBR2;ENG
GO_Biological_Process_2023,Determination Of Heart Left/Right Asymmetry (GO:0061371),10/42,0.0061844772952948,0.0714910355416585,0,0,2.8941195372750643,14.718660741829568,NDRG4;NOTCH1;SOX17;SOX18;MMP23A;DLL1;FOLR1;TBX2;TGFBR2;ENG
GO_Biological_Process_2023,Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235),13/62,0.0061962368750599,0.0714910355416585,0,0,2.4585216166796275,12.49866446749263,CAV1;TNFSF12;G0S2;TPD52L1;TNF;CTSS;CTSL;HYAL2;CTSH;NUPR1;S100A9;TLR4;S100A8
GO_Biological_Process_2023,Regulation Of Heart Contraction (GO:0008016),14/69,0.0062417249737653,0.0718147071702223,0,0,2.3592337595428785,11.97664710552852,PDE4D;HSPB7;ANK2;ATP1A2;APLN;SMAD7;TBX2;SLC8A3;PLN;DES;GJA5;TNNT2;FXYD1;ASB3
GO_Biological_Process_2023,Negative Regulation Of Cell Junction Assembly (GO:1901889),7/24,0.0065537118023468,0.0748102215981681,0,0,3.8107259330837056,19.15927709734561,ACVRL1;DUSP22;IL1B;FAM107A;TNF;PHLDB2;CLASP2
GO_Biological_Process_2023,Protein Kinase B Signaling (GO:0043491),7/24,0.0065537118023468,0.0748102215981681,0,0,3.8107259330837056,19.15927709734561,CCL5;IL1B;CCL3;CCL2;IGF1;GAS6;TNF
GO_Biological_Process_2023,Negative Regulation Of T Cell Proliferation (GO:0042130),9/36,0.006574726928511,0.0748102215981681,0,0,3.0863309352517985,15.507338404315746,CD86;PRNP;GPNMB;PLA2G2A;SFTPD;PLA2G5;VSIG4;LILRB2;HLA-DRB1
GO_Biological_Process_2023,Regulation Of Receptor Internalization (GO:0002090),9/36,0.006574726928511,0.0748102215981681,0,0,3.0863309352517985,15.507338404315746,CCL14;SDCBP;ANGPT1;ANXA2;WNT3A;PCSK9;ARRB2;RSPO1;SELE
GO_Biological_Process_2023,Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),25/152,0.0066474687240824,0.0754295418030187,0,0,1.827546815715393,9.162440939419266,CX3CR1;TFRC;PLA2G1B;CLU;TNF;AGER;IL18RAP;CLEC7A;CAPN3;NLRP3;S100A12;CD36;MAP3K7;TRIM22;PRKCH;CAV1;IL6;IL1B;BTK;ROR1;PRKD1;S100A9;TLR4;S100A8;IL18R1
GO_Biological_Process_2023,Positive Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0010862),11/49,0.0067041389265436,0.0758635940616301,0,0,2.6813542343513106,13.4202589012818,ACVRL1;GDF10;SDCBP;BMP2;DAB2;PPARG;LEFTY2;BMP6;TGFBR2;ENG;BMP5
GO_Biological_Process_2023,Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049),8/30,0.0067548145540662,0.0760193473994499,0,0,3.3661110332913107,16.822139084651624,NOTCH1;MMRN2;RHOJ;HMOX1;GATA2;MEOX2;KLF4;FGF2
GO_Biological_Process_2023,Regulation Of Vasculature Development (GO:1901342),8/30,0.0067548145540662,0.0760193473994499,0,0,3.3661110332913107,16.822139084651624,IL6;SFRP1;GPNMB;HMOX1;VASH1;TSPAN12;ETS1;FGF2
GO_Biological_Process_2023,Cellular Response To Peptide (GO:1901653),12/56,0.007001234134232,0.0782647493670878,0,0,2.5266925560286344,12.53661172496363,PRNP;GJA1;CAV1;CD36;ADRB2;IGF1;VIM;FCGR2B;TLR4;AGER;RPL17;CHMP5
GO_Biological_Process_2023,Pattern Recognition Receptor Signaling Pathway (GO:0002221),12/56,0.007001234134232,0.0782647493670878,0,0,2.5266925560286344,12.53661172496363,FCN1;COLEC11;FCN3;CASP1;TLR8;NLRP3;FFAR2;TLR7;CD14;MAP3K7;TLR4;CTSS
GO_Biological_Process_2023,Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181),15/77,0.0070113358864907,0.0782647493670878,0,0,2.242642168274027,11.124014295871596,SPARC;SEMA6A;PDE3B;PTPRM;VASH1;KLF4;DCN;CLDN5;HHEX;ALOX5;COL4A3;PPARG;GHRL;TEK;HOXA5
GO_Biological_Process_2023,Regulation Of Actin Filament Polymerization (GO:0030833),14/70,0.0071171748772713,0.0792038784055684,0,0,2.316975785677486,11.458011573541022,CCL24;CSF3;CCL21;PRKCE;ALOX15;LMOD1;ARHGAP18;ARHGAP28;HCK;CDC42EP2;MYADM;HCLS1;ESAM;SLIT2
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Process (GO:0043066),64/482,0.0071339254402684,0.0792038784055684,0,0,1.4272188331026596,7.05459089791545,RB1;ITGB1;CNTFR;TNFAIP8;TFRC;CITED2;ZFAND6;APIP;CLU;TNF;IFIT3;AQP1;CCND2;LAMP3;PDK4;PROK2;CTSH;CAPN3;PRKCH;TSC22D1;SERPINB9;HCK;MAG;SFRP1;CAT;HCLS1;NUPR1;GAS6;CRYAB;CD44;CX3CR1;NOTCH1;PLA2G3;DLL1;SOCS2;PKHD1;SOCS3;DNAJB6;GRK5;PDPN;CCL2;PPARGC1A;MCL1;TXNDC5;SNCA;NTRK2;CD74;EGR3;ANGPT1;BDNF;WFS1;CAV1;IGF1;KLF4;SMAD6;TBX3;NR4A2;DAB2;IL6;IL2RB;SNAI2;GHRL;TEK;EVI2B
GO_Biological_Process_2023,Myelin Assembly (GO:0032288),4/9,0.0076640215457615,0.0812610417644203,0,0,7.39723218862122,36.03353374617914,EPB41L3;PMP22;CD9;TPPP
GO_Biological_Process_2023,Negative Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034115),4/9,0.0076640215457615,0.0812610417644203,0,0,7.39723218862122,36.03353374617914,IL1RN;MYADM;APOA1;KLF4
GO_Biological_Process_2023,Negative Regulation Of Leukocyte Migration (GO:0002686),4/9,0.0076640215457615,0.0812610417644203,0,0,7.39723218862122,36.03353374617914,HMOX1;SLIT2;CD200;BMP5
GO_Biological_Process_2023,Negative Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901017),4/9,0.0076640215457615,0.0812610417644203,0,0,7.39723218862122,36.03353374617914,GRP;CASQ2;NEDD4L;KCNAB1
GO_Biological_Process_2023,Positive Regulation Of Platelet Activation (GO:0010572),4/9,0.0076640215457615,0.0812610417644203,0,0,7.39723218862122,36.03353374617914,SELP;GP9;PLEK;TLR4
GO_Biological_Process_2023,Positive Regulation Of Vasculogenesis (GO:2001214),4/9,0.0076640215457615,0.0812610417644203,0,0,7.39723218862122,36.03353374617914,TMEM100;RAP1A;RRAS;CD34
GO_Biological_Process_2023,Regulation Of Actin Filament-Based Movement (GO:1903115),4/9,0.0076640215457615,0.0812610417644203,0,0,7.39723218862122,36.03353374617914,PLN;PDE4D;PDPN;PDE4B
GO_Biological_Process_2023,Regulation Of Cell-Cell Adhesion Involved In Gastrulation (GO:0070587),4/9,0.0076640215457615,0.0812610417644203,0,0,7.39723218862122,36.03353374617914,IL1RN;MYADM;APOA1;KLF4
