Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Inflammatory Response (GO:0006954),61/236,7.961023334717098e-13,3.115184133692466e-09,0,0,3.28879167295218,91.6226072417856,SERPINA3;CCL4L1;HP;CXCL1;TNF;CXCL2;CXCL5;HYAL1;C3AR1;PROK2;OLR1;MAP3K7;SLC11A1;PLA2G4C;CYBB;FOS;IL1A;IL1B;KIT;AGTR1;TLR4;S100A9;CD44;MGLL;S100A8;CCL14;PTGER4;CCL13;PXK;CCL3L1;PTGER1;PTGER2;ALOX15;C5AR1;FPR1;CXCR4;AIF1;AGER;IL1RL1;CCL8;CCL5;CCL3;NLRP3;CCL2;CD14;CCL18;KLRG1;CCR1;AOC3;CCL24;CCL23;CCL21;PPBP;LYZ;SELE;BMP2;IL6;IL17D;CDO1;FCGR2B;FOLR2
GO_Biological_Process_2023,Cellular Response To Cytokine Stimulus (GO:0071345),72/308,1.5125924417054946e-12,3.115184133692466e-09,0,0,2.885424448905011,78.53316302408342,CSF3;CSF3R;CCL4L1;ZFAND6;DOCK8;LRRK2;AQP4;MT1X;GHR;MT2A;ZFP36;HYAL1;HYAL2;ANKRD1;LEPR;CASP1;CTSG;HLA-DPA1;JAK1;IFNA14;PTGIS;MME;DUSP1;IL11RA;LIFR;NPNT;HCK;IL1A;SFRP1;IL1B;IRF1;KIT;IL3RA;HCLS1;IRF8;CD47;GAS6;TLR4;IFNA10;CCL14;CCL13;CEBPA;ASAH1;CCL3L1;ALOX15;CXCR4;LILRA2;AIF1;LILRA3;ZFP36L2;DUOX1;CCL8;CCL5;CCL3;CCL2;CD58;CCL18;IL12RB1;GBP4;CCR1;EGR1;CCL24;CCL23;CCL21;PYHIN1;PDE2A;LILRB2;IL6;CXCL12;IL2RB;MNDA;IL7R
GO_Biological_Process_2023,Positive Regulation Of Phagocytosis (GO:0050766),25/60,8.484752247999792e-11,1.1649564836503715e-07,0,0,6.665433012583272,154.5724935144946,FCN1;COLEC11;FCN3;PLA2G5;GATA2;TNF;SIRPB1;C2;C3;CLEC7A;CCL2;CD300LF;TUB;FCER1G;IL15;SLC11A1;SFTPD;APOA1;PTPRC;IL1B;IL2RB;CD47;DOCK2;GAS6;FCGR2B
GO_Biological_Process_2023,Positive Regulation Of MAPK Cascade (GO:0043410),68/310,1.2900047532131538e-10,1.318015371013955e-07,0,0,2.651031196485742,60.36717490791747,CCL4L1;LRRK2;ARRB2;ADRA1B;FGF2;TNF;GHR;PLCE1;TNFAIP8L3;CD36;PDGFRA;EDN1;FGG;NPNT;DOK2;IL1B;DOK6;KIT;ROR1;GAS6;TLR4;CD44;AVPI1;CCL14;CCL13;NDRG4;RAMP3;NOTCH1;CCL3L1;PLA2G1B;ALOX15;C5AR1;PDGFB;PLA2G5;ADRB2;AGER;ART4;RAP1A;CCL8;GPNMB;CCL5;CCL3;S100A12;CCL2;IGFBP6;CCL18;CCR1;CCL24;CD74;NTRK2;CCL23;CCL21;ANGPT1;CAV2;PLA2G2A;LAPTM5;OSM;IGF1;TPD52L1;MARCO;BMP2;IL6;PTPRC;FGF18;GHRL;TEK;FGFR4;HLA-DRB1
GO_Biological_Process_2023,Cellular Response To Type II Interferon (GO:0071346),26/66,1.5999215477226934e-10,1.318015371013955e-07,0,0,6.067003628823224,136.84670491319773,CCL14;CCL13;CCL3L1;CCL4L1;AQP4;AIF1;CCL8;CCL5;CASP1;CCL3;CCL2;CD58;CCL18;IL12RB1;GBP4;HLA-DPA1;JAK1;CCL24;CCL23;CCL21;IFNGR1;HCK;IRF1;IRF8;CD47;TLR4
GO_Biological_Process_2023,Regulation Of ERK1 And ERK2 Cascade (GO:0070372),57/244,3.2706742461965976e-10,2.245317870013965e-07,0,0,2.867938668905631,62.63823197056786,PTPRR;CCL4L1;APIP;ARRB2;FGF2;TNF;TIMP3;TNFAIP8L3;CD36;ROS1;PDGFRA;SEMA6A;FGG;NPNT;TGFBR3;IL1B;ROR1;GAS6;TLR4;CD44;CCL14;CCL13;NDRG4;RAMP3;NOTCH1;CCL3L1;ALOX15;C5AR1;PDGFB;FBLN1;PLA2G5;AGER;PKHD1;RAP1A;CCL8;RRAS;GPNMB;CCL5;CCL3;CCL2;CCL18;CCR1;CCL24;CD74;NTRK2;CCL23;CCL21;ANGPT1;PLA2G2A;IGF1;MARCO;BMP2;PTPRC;SPRY1;TEK;FGFR4;HLA-DRB1
GO_Biological_Process_2023,Positive Regulation Of Endocytosis (GO:0045807),28/79,5.794770257101128e-10,3.075654129116025e-07,0,0,5.126652217711164,109.03822822732889,CD151;NEDD4L;PLA2G5;GATA2;CLU;TNF;DLL1;SIRPB1;C3;CLEC7A;GPC3;SNCA;TUB;FCER1G;CCL21;IL15;SGIP1;SLC11A1;SFTPD;APOA1;F3;DAB2;IL1B;IL2RB;CD47;DOCK2;GAS6;FCGR2B
GO_Biological_Process_2023,Positive Regulation Of Response To External Stimulus (GO:0032103),42/155,5.973593841448943e-10,3.075654129116025e-07,0,0,3.4840518298183367,73.99604245307881,PTGER4;CEBPA;PDGFB;ETS1;TNF;AIF1;PPM1F;THBD;CAMK2N1;HYAL2;CCL5;CASP1;CCL3;NLRP3;S100A12;EMILIN2;SASH1;SNCA;IL33;CCL21;IL15;RARRES2;PDE2A;PLA2G2A;LY86;SH2D1B;OSM;NKG7;IL16;GPR4;BMP6;PLSCR1;IL1B;MMRN2;AGTR1;TLR8;TLR7;CD47;LCP1;S100A9;TLR4;S100A8
GO_Biological_Process_2023,Cytokine-Mediated Signaling Pathway (GO:0019221),58/257,9.41091769015428e-10,4.307063329527275e-07,0,0,2.741880196978567,56.98718443282073,CNTFR;CSF3;SPI1;CSF3R;CCL4L1;CXCL1;TNF;CXCL2;CXCL5;OASL;GHR;IL18RAP;LEPR;CTSG;MAP3K7;JAK1;FCER1G;IFNA14;IL15;IL11RA;LIFR;TNFRSF1B;HCK;IL1A;IL1B;KIT;IL3RA;IFNA10;CCL14;CCL13;CEBPA;CCL3L1;PDGFB;LILRA2;LILRA3;DUOX1;IL1RL1;CCL8;CCL5;CCL3;CCL2;CCL18;IL12RB1;CD300LF;CCR1;EGR1;CCL24;IL33;CCL23;CCL21;OSM;PPBP;LILRB2;IL6;CXCL12;IL2RB;IL7R;IL18R1
GO_Biological_Process_2023,Regulation Of Inflammatory Response (GO:0050727),55/240,1.4086423722837671e-09,5.802197931436836e-07,0,0,2.7945945945945945,56.95562484955849,RB1;TNFAIP3;METRNL;ETS1;TNF;CDH5;HYAL2;CASP1;FFAR2;SLC39A8;TNFAIP8L2;GGT1;PTGIS;IL15;APOA1;IL16;TNFRSF1B;HCK;IL1B;AGTR1;PPARG;TLR7;CD47;LCP1;LETMD1;DNASE1L3;TLR4;S100A9;MGLL;S100A8;PTGER4;CEBPA;ALOX15;AGER;CAMK2N1;ALOX5;CCL5;CCL3;S100A12;NLRP3;SNCA;IL33;PDE2A;PLA2G2A;OSM;NKG7;GPR4;KLF4;SELE;BST1;IL6;GHRL;TEK;PIK3AP1;CD200
GO_Biological_Process_2023,Regulation Of Phagocytosis (GO:0050764),23/58,1.5544206089738698e-09,5.820598625784881e-07,0,0,6.125850340136054,124.24549486401315,TUB;FCER1G;IL15;SLC11A1;SFTPD;APOA1;PLA2G5;GATA2;TNF;SIRPB1;FGR;HCK;PLSCR1;PTPRC;CLEC7A;SYT11;IL1B;IL2RB;CD47;DOCK2;GAS6;LETMD1;FCGR2B
GO_Biological_Process_2023,Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374),45/179,2.036277428742395e-09,6.98952227415827e-07,0,0,3.1491560521997344,63.02135962689124,CCL14;CCL13;NDRG4;NOTCH1;RAMP3;CCL3L1;CCL4L1;ALOX15;C5AR1;PDGFB;PLA2G5;ARRB2;FGF2;TNF;AGER;RAP1A;CCL8;GPNMB;CCL5;CCL3;CCL2;TNFAIP8L3;CD36;CCL18;CCR1;PDGFRA;CCL24;CD74;NTRK2;CCL23;ANGPT1;CCL21;FGG;PLA2G2A;IGF1;NPNT;MARCO;BMP2;PTPRC;ROR1;TEK;FGFR4;GAS6;HLA-DRB1;CD44
GO_Biological_Process_2023,Regulation Of Angiogenesis (GO:0045765),49/205,2.4924068205410927e-09,7.897095149083663e-07,0,0,2.948048672209218,58.40089430953834,SEMA5A;ITGB1;SPARC;BTG1;HSPB6;PDE3B;PTPRM;TNFAIP3;TSPAN12;ETS1;FGF2;AQP1;CDH5;HHEX;HYAL1;ADAMTS1;CTSH;EMILIN2;GLUL;CD34;HOXA5;PPP1R16B;SEMA6A;PTGIS;ANXA3;VASH1;DCN;CLDN5;IL1A;SFRP1;IL1B;RHOJ;COL4A3;PPARG;PRKD1;RAMP2;GATA2;RRAS;GPNMB;ALOX5;HMOX1;SASH1;TNFSF12;VEGFC;KLF4;IL6;FGF18;GHRL;TEK
GO_Biological_Process_2023,Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),30/96,4.496528545582501e-09,1.3229429342324516e-06,0,0,4.245336481700118,81.59519809583722,ACVRL1;ITGB1;HPGD;ARRB2;LRRC32;NR3C1;ZFP36L2;CDH5;CLEC3B;FNTA;HYAL2;ANKRD1;LPXN;MAP3K7;WNT2;GDF10;JUN;PDE2A;APOA1;WNT7A;FOS;SMAD6;TGFBR2;SMAD7;TGFBR3;CLDN5;SFRP1;ID1;ZYX;ENG
GO_Biological_Process_2023,Positive Regulation Of Defense Response (GO:0031349),34/124,1.821990582088304e-08,4.9199074719883e-06,0,0,3.5309734513274336,62.924599066687385,PTGER4;CEBPA;GRP;ETS1;TNF;CAMK2N1;HYAL2;CCL5;CASP1;CCL3;NLRP3;S100A12;EMILIN2;SNCA;IL33;IL15;PDE2A;PLA2G2A;SH2D1B;OSM;NKG7;IL16;GPR4;PLSCR1;IL1B;MMRN2;AGTR1;TLR8;TLR7;CD47;LCP1;S100A9;TLR4;S100A8
GO_Biological_Process_2023,Response To Type II Interferon (GO:0034341),26/80,1.9111075394953337e-08,4.9199074719883e-06,0,0,4.490582339726974,79.81111007315506,CCL14;CCL13;CCL3L1;CCL4L1;AQP4;AIF1;CCL8;KYNU;CCL5;CASP1;CCL3;CCL2;CD58;CCL18;IL12RB1;GBP4;HLA-DPA1;SNCA;CCL24;CD74;CCL23;CCL21;SLC11A1;IRF8;CD47;TLR4
GO_Biological_Process_2023,Monocyte Chemotaxis (GO:0002548),18/42,2.1823723794396032e-08,5.287759900536309e-06,0,0,6.977671657201858,123.08799952422252,CCL14;CCL13;CCL24;CCL23;CCL3L1;CCL21;CCL4L1;PTPRO;PDGFB;IL6;CCL8;CCL5;CCL3;CCL2;S100A12;CTSG;CCL18;FOLR2
GO_Biological_Process_2023,Positive Regulation Of Inflammatory Response (GO:0050729),30/104,3.528372787754369e-08,8.074093062644582e-06,0,0,3.784696384696385,64.94479934410317,PTGER4;CEBPA;PLA2G3;ETS1;TNF;CAMK2N1;HYAL2;CASP1;CCL3;NLRP3;S100A12;SNCA;IL33;IL15;PDE2A;PLA2G2A;OSM;NKG7;IL16;GPR4;IL6;IL1B;AGTR1;TLR7;NUPR1;CD47;LCP1;S100A9;TLR4;S100A8
GO_Biological_Process_2023,Neutrophil Chemotaxis (GO:0030593),23/70,9.931021037251317e-08,2.1529408238125355e-05,0,0,4.558763931104357,73.51014792896535,CCL14;CCL13;CCL24;EDN1;CCL23;FCER1G;CCL3L1;CCL21;CCL4L1;PLA2G1B;CXCL1;PPBP;CXCL2;CXCL5;CCL8;CCL5;PDE4B;CCL3;CCL2;S100A12;CCL18;S100A9;S100A8
GO_Biological_Process_2023,Regulation Of Endothelial Cell Proliferation (GO:0001936),27/93,1.4531479709408517e-07,2.992758246152684e-05,0,0,3.814857600905319,60.06250451505618,SEMA5A;SPARC;PDGFB;PTPRM;FGF2;ALOX5;ATOH8;PPP1R16B;CCL24;EGFL7;EGR3;ANGPT1;CAV2;CAV1;TIE1;TNFSF12;VEGFC;VASH1;NELL2;NR4A1;BMP2;FGF18;CDH13;ANG;GHRL;PRKD1;TEK
GO_Biological_Process_2023,Neutrophil Migration (GO:1990266),24/77,1.6304514361259038e-07,3.1980140311440935e-05,0,0,4.219223591256852,65.94325271999072,CCL14;CCL13;CCL24;EDN1;CCL23;FCER1G;CCL3L1;CCL21;CCL4L1;PLA2G1B;CXCL1;PPBP;CXCL2;CXCL5;CCL8;CCL5;PDE4B;PECAM1;CCL3;CCL2;S100A12;CCL18;S100A9;S100A8
GO_Biological_Process_2023,Granulocyte Chemotaxis (GO:0071621),23/73,2.3597113407653157e-07,4.418023187551061e-05,0,0,4.28452380952381,65.3799325156423,CCL14;CCL13;CCL24;EDN1;CCL23;FCER1G;CCL3L1;CCL21;CCL4L1;PLA2G1B;CXCL1;PPBP;CXCL2;CXCL5;CCL8;CCL5;PDE4B;CCL3;CCL2;S100A12;CCL18;S100A9;S100A8
GO_Biological_Process_2023,Phagocytosis (GO:0006909),22/69,3.402513344528591e-07,6.093457593962288e-05,0,0,4.358300954309804,64.9107094771459,ITGB1;SRPX;MSR1;ITGAM;GSN;ANXA3;SLC11A1;ALOX15;TIMD4;AIF1;ARHGAP25;MARCO;TYROBP;ELMO1;PECAM1;CD36;CD302;CD14;GAS6;FCGR2B;TLR4;LDLR
GO_Biological_Process_2023,Cellular Response To Chemokine (GO:1990869),20/59,3.786419484752565e-07,6.49844244070659e-05,0,0,4.7720135161995625,70.5622120309113,CCL14;CCR1;CCL13;CCL24;CCL23;CCL3L1;CCL21;CCL4L1;DUSP1;DOCK8;CXCL1;PPBP;CXCL2;CXCL5;CCL8;CXCL12;CCL5;CCL3;CCL2;CCL18
GO_Biological_Process_2023,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),66/364,5.843572229643605e-07,9.627869605560802e-05,0,0,2.0807536390476837,29.86454377993313,TFRC;CITED2;CLU;ETS1;FGF2;TNF;ACTG2;ACTG1;CDH5;GJA1;LAMP3;CTSH;CD36;CD34;HOXA5;ANXA2;IFNGR1;SLC11A1;ANK2;MITF;CLDN5;IL1A;OLFM1;PLSCR1;TYROBP;IL1B;AGTR1;PPARG;GAS6;TLR4;RBMS3;RAMP2;RAMP3;NOTCH1;PDGFB;GATA5;GATA2;DLL1;PPM1F;CLEC7A;CCL3;PPARGC1A;RPL17;SNCA;SRPK2;EGR1;CD74;IL33;NTRK2;GSN;ANGPT1;WFS1;WNT3A;EPHX2;PDE2A;LAPTM5;WNT7A;IGF1;KLF4;BMP6;KLF2;BMP2;IL6;ID2;FGF18;FGFR4
GO_Biological_Process_2023,Positive Regulation Of Cell Motility (GO:2000147),46/221,6.096554214290164e-07,9.658348772561996e-05,0,0,2.4605851979345954,35.211889328922574,SEMA5A;ITGB1;CD151;NOTCH1;SEMA3B;PDGFB;TWIST2;FAM107A;SEMA3G;CXCR4;NEDD9;AIF1;PPM1F;MYLK;DUOX1;CDH5;SDCBP;GPNMB;CLEC7A;PODXL;CCL5;SPOCK2;PDPN;CCL3;CTSH;CCR1;CCL24;PDGFRA;EDN1;MYOC;CCL21;F10;FZD4;CAV1;IGF1;FGR;BMP2;DAB2;CXCL12;IL1B;KIT;MYADM;PECAM1;SNAI2;CDH13;HBEGF
GO_Biological_Process_2023,Actomyosin Structure Organization (GO:0031032),23/77,6.867931364066397e-07,0.00010477410847625737,0,0,3.9662698412698414,56.286258274627215,ITGB1;TMOD1;WDR1;LMOD1;SORBS1;MYOM2;FRMD3;PDLIM1;EPB41L5;SYNPO2L;TNNT2;EPB41L2;EPB41L3;ANKRD1;ZYX;CAPN3;PGM5;PHACTR1;MYH11;FLNC;MYOZ1;MYL9;MYH10
GO_Biological_Process_2023,Cellular Response To Lipopolysaccharide (GO:0071222),31/124,7.181315600470764e-07,0.00010564228199406811,0,0,3.1101871101871104,43.99861357155051,CD86;CX3CR1;TNFAIP3;CXCL1;TNF;CXCL2;CXCL5;ZFP36;CCL5;ANKRD1;CASP1;PDE4B;CCL3;NLRP3;CCL2;CTSG;CD14;PRKCE;DEFA3;DEFA1;PPBP;LILRB2;TNFRSF1B;HCK;IL1A;IL6;IL1B;VIM;CD68;TLR4;CHMP5
GO_Biological_Process_2023,Maintenance Of Blood-Brain Barrier (GO:0035633),13/29,1.0788035279500602e-06,0.00015322730109056202,0,0,7.543029093717816,103.63863984641668,ITGB1;LAMA2;SLC1A1;ACTG1;CDH5;CLDN5;GJA1;IL6;PECAM1;ESAM;JAM2;JAM3;TJP2
GO_Biological_Process_2023,Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404),11/22,1.923681405313185e-06,0.0002641214569495004,0,0,9.276748971193417,122.09379616196811,ITGB1;FCER1G;CD9;CDH13;PPARG;CD36;LCP1;CD68;LDLR;TLR4;CES1
GO_Biological_Process_2023,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),85/525,2.183868993940992e-06,0.0002901727866465466,0,0,1.818698347107438,23.705664444423125,SEMA5A;ITGB1;CD86;CSF3;TFRC;NCF1;SCHIP1;ADRA1B;FGF2;TNF;GJA1;CASP1;PLCE1;TNFAIP8L3;MAP3K7;TRIM22;PDGFRA;MYOC;VWF;TNFRSF19;DCN;FGR;PPM1A;DOK2;RRAGB;IL1B;DOK6;KIT;HCLS1;CDH13;PPARG;ROR1;S100A4;TLR7;PRKD1;NUPR1;GAS6;HCST;S100A9;TLR4;S100A8;ENG;HBEGF;AVPI1;CX3CR1;RAMP3;PDGFB;ADRB2;ATP2C1;AGER;RTN4;ART4;RELN;CLEC7A;CCL5;CCL3;HMOX1;S100A12;NLRP3;IGFBP6;RPL17;SASH1;NTRK2;CD74;CCL21;F10;ANGPT1;CAV2;CAV1;LAPTM5;OSM;AKR1C2;IGF1;BMP6;SELP;DAB2;BMP2;IL6;PTPRC;VAPA;P2RX2;GHRL;TEK;PIK3AP1;HLA-DRB1
GO_Biological_Process_2023,Positive Regulation Of Cell Death (GO:0010942),17/50,2.6796625131535262e-06,0.0003392995481398863,0,0,4.787878787878788,61.42762159058254,HBZ;C1QA;PRNP;ITGAM;HBG2;HBG1;LRRK2;HP;HBB;HBD;AXIN2;HBA1;CLU;TNF;EFNB2;TYROBP;SNCA
GO_Biological_Process_2023,Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478),13/31,2.7183503492634737e-06,0.0003392995481398863,0,0,6.7041709577754895,85.91720469921206,FCER1G;HLA-DRB4;IFI30;CTSS;HLA-E;CLEC4A;CTSL;HLA-DRA;FCGR2B;HLA-DRB3;HLA-DQA1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023,Positive Regulation Of Angiogenesis (GO:0045766),29/119,2.823614139060456e-06,0.00034207254819970646,0,0,3.0038940809968846,38.38223524416405,SEMA5A;ITGB1;RAMP2;BTG1;HSPB6;GATA2;ETS1;FGF2;DLL1;AQP1;CDH5;RRAS;HYAL1;HMOX1;CTSH;EMILIN2;CD34;SASH1;JAK1;PTGIS;ANXA3;TNFSF12;VEGFC;KLF4;IL1A;IL1B;FGF18;PRKD1;TEK
GO_Biological_Process_2023,Cardiac Epithelial To Mesenchymal Transition (GO:0060317),10/19,3.1395923850316657e-06,0.0003538619737815091,0,0,10.303341902313624,130.55794771532263,TGFBR3;OLFM1;BMP2;NOTCH1;HEY1;HEY2;SNAI2;SPRY1;TBX3;ENG
GO_Biological_Process_2023,Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179),21/72,3.175399463575981e-06,0.0003538619737815091,0,0,3.831072449662388,48.50167265826816,ACVRL1;ITGB1;GDF10;JUN;HPGD;APOA1;ARRB2;FOS;LRRC32;SMAD6;TGFBR2;SMAD7;TGFBR3;CDH5;CLDN5;FNTA;ID1;ZYX;LPXN;MAP3K7;ENG
GO_Biological_Process_2023,Positive Regulation Of Cellular Process (GO:0048522),93/594,3.1786581767214947e-06,0.0003538619737815091,0,0,1.7490175395717695,22.140902945580567,CD86;CSF3;VIPR1;CITED2;HP;HBB;HBD;FGF2;TNF;CXCL5;TGM1;ZFP36;CCND2;HYAL1;CTSH;SS18;HBZ;PDGFRA;EDN1;TSC22D1;IL15;IL11RA;MATK;LIFR;GAB2;HBA1;AXIN2;TNFRSF1B;TGFBR2;CLDN5;HCK;SFRP1;IL1B;HCLS1;CD47;NUPR1;S100A9;TLR4;S100A8;HBEGF;CCL14;NOTCH1;LAMA2;PLA2G1B;PDGFB;NEDD9;CST7;LILRA2;AIF1;DLL1;PKHD1;EFNB2;DUOX1;SDCBP;SERTAD1;GRK5;CLEC7A;CCL5;SPOCK2;TPPP;RPL17;WNT2;SRPK2;NTRK2;EGR2;CCL21;HBG2;HBG1;WNT3A;CNBP;CAV1;TNFSF13;OSM;AKR1C2;VEGFC;IGF1;MEIS2;TBX3;BMP6;BMP5;BST1;KITLG;BMP2;IL6;MEIS1;CXCL12;FKBP1B;FGF18;FCGR2B;FOLR2;FGFR4;IL7R;EIF4G2
GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),79/483,3.344071411698595e-06,0.0003624797406522767,0,0,1.8388067618062447,23.184266843563886,CD86;CSF3;VIPR1;FGF2;TNF;CXCL5;AQP1;GJA1;CCND2;HYAL1;CTSH;SS18;PDGFRA;EDN1;PRKCH;TSC22D1;IL15;IL11RA;MATK;LIFR;GAB2;TGFBR2;TGFBR3;CLDN5;HCK;SFRP1;IL1B;HCLS1;CDH13;CD47;GAS6;ZFPM2;HBEGF;CCL14;NOTCH1;PLA2G1B;C5AR1;PDGFB;AIF1;DLL1;PKHD1;EFNB2;SDCBP;SERTAD1;GRK5;CLEC7A;CCL5;HMOX1;RPL17;WNT2;SRPK2;NTRK2;CD74;WNT3A;BAD;CNBP;TNFSF13;OSM;AKR1C2;VEGFC;IGF1;MEIS2;TBX3;BMP6;TBX2;BMP5;BST1;KITLG;BMP2;IL6;MEIS1;CDK6;PTPRC;ID2;FGF18;FOLR2;FGFR4;IL7R;NES
GO_Biological_Process_2023,Response To Lipopolysaccharide (GO:0032496),35/159,3.4958459693722047e-06,0.0003692151166113875,0,0,2.63455561155914,33.10038587969043,CD86;CX3CR1;TNFAIP3;CXCL1;CXCL2;CXCL5;ZFP36;ANKRD1;CASP1;PDE4B;FBXO3;NLRP3;CCL2;CTSG;CD14;SNCA;SLC11A1;DEFA3;DEFA1;PPBP;LILRB2;SMAD6;TNFRSF1B;SELE;SELP;IL1A;IL6;SLPI;IL1B;VIM;CD68;S100A9;TLR4;S100A8;CHMP5
GO_Biological_Process_2023,Regulation Of Chemokine Production (GO:0032642),15/41,3.638368707766501e-06,0.0003746610176822554,0,0,5.358544805709754,67.11028190100032,CD74;EGR1;IL33;CHIA;AGER;AIF1;TNF;C5;IL6;HMOX1;SNAI2;FFAR2;TLR7;LCP1;TLR4
GO_Biological_Process_2023,Chemokine-Mediated Signaling Pathway (GO:0070098),18/57,4.574190990549571e-06,0.0004595388460993581,0,0,4.29037766570033,52.75053966561387,CCL14;CCR1;CCL13;CCL24;CCL23;CCL3L1;CCL21;CCL4L1;CXCL1;PPBP;CXCL2;CXCL5;CCL8;CXCL12;CCL5;CCL3;CCL2;CCL18
GO_Biological_Process_2023,Regulation Of Interleukin-2 Production (GO:0032663),16/47,5.156616060603708e-06,0.0004915213189864752,0,0,4.795022376016902,58.38050026306935,CD86;PRNP;PDE4D;SFTPD;LAPTM5;TNFAIP3;IL1A;ZFP36;PTPRC;CLEC7A;IL1B;PDE4B;VSIG4;CD34;MAP3K7;SPTBN1
GO_Biological_Process_2023,Cellular Response To Growth Factor Stimulus (GO:0071363),34/155,5.197508189754134e-06,0.0004915213189864752,0,0,2.6218094053974985,31.90042348756519,ACVRL1;RAMP2;NOTCH1;PDGFB;NR3C1;ZFP36L2;TMEM100;ZFP36;CLEC3B;RAP1A;HYAL1;HYAL2;CCL5;HAS1;ANKRD1;CCL2;WNT2;SEMA6A;EGR3;PDE2A;WNT7A;KLF4;BMP6;SMAD7;TGFBR2;DUSP22;NR4A1;SFRP1;BMP2;MT1G;SNAI2;GAS1;PRKD1;CD44
GO_Biological_Process_2023,Positive Regulation Of Vasculature Development (GO:1904018),26/104,5.503132181840778e-06,0.0004915213189864752,0,0,3.104717470191809,37.5987282098224,SEMA5A;ITGB1;RAMP2;BTG1;HSPB6;GATA2;ETS1;FGF2;AQP1;CDH5;RRAS;HYAL1;HMOX1;CTSH;EMILIN2;CD34;SASH1;PTGIS;ANXA3;TNFSF12;VEGFC;IL1A;IL1B;FGF18;PRKD1;TEK
GO_Biological_Process_2023,Leukocyte Aggregation (GO:0070486),6/7,5.557319371395056e-06,0.0004915213189864752,0,0,55.54848640328373,672.1586101012256,IL1B;RAC2;S100A9;CD44;JAM2;S100A8
GO_Biological_Process_2023,Eosinophil Chemotaxis (GO:0048245),11/24,5.656130809452729e-06,0.0004915213189864752,0,0,7.848686293130737,94.83387522273657,CCL14;CCL13;CCL24;CCL23;CCL8;CCL3L1;CCL4L1;CCL5;CCL3;CCL2;CCL18
GO_Biological_Process_2023,Eosinophil Migration (GO:0072677),11/24,5.656130809452729e-06,0.0004915213189864752,0,0,7.848686293130737,94.83387522273657,CCL14;CCL13;CCL24;CCL23;CCL8;CCL3L1;CCL4L1;CCL5;CCL3;CCL2;CCL18
GO_Biological_Process_2023,Microglial Cell Activation (GO:0001774),10/20,5.727852224168684e-06,0.0004915213189864752,0,0,9.272493573264782,111.92057308088305,CX3CR1;C1QA;ITGAM;TYROBP;IFNGR1;C5AR1;AIF1;CLU;TNF;SNCA
GO_Biological_Process_2023,Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068),20/69,6.014852988103411e-06,0.0005056159073060806,0,0,3.7960238358909457,45.63306029221219,PDGFRA;NTRK2;CSF3;NCF1;MYOC;PDGFB;OSM;IGF1;FGF2;TNF;DCN;FGR;SELP;CCL5;KIT;HCLS1;ROR1;TEK;PIK3AP1;HCST
GO_Biological_Process_2023,Negative Regulation Of Macromolecule Metabolic Process (GO:0010605),38/186,8.851434137000204e-06,0.0007171510411955725,0,0,2.397066080164672,27.889698595439203,RB1;ACVRL1;SPI1;NOTCH1;CITED2;PDGFB;GATA5;PLA2G3;PCSK9;GATA2;FGF2;TNF;EDNRB;HEY2;ATOH8;TCEAL1;CCL3;CD34;LDLR;SH3GL2;CCR1;MSR1;EDN1;IGF1;LILRB2;UPK3B;KLF4;APLN;CLDN5;OLFM1;SFRP1;BMP2;ID2;MYADM;PPARG;CCDC3;ENG;RBMS3
GO_Biological_Process_2023,Positive Regulation Of Cell Migration (GO:0030335),50/272,8.87951034255261e-06,0.0007171510411955725,0,0,2.107185926083564,24.510289699939317,SEMA5A;ITGB1;FAM107A;MYLK;CDH5;HYAL1;ENPP2;CTSH;PDGFRA;EDN1;SEMA6A;MYOC;PRKCE;FGR;IL1B;KIT;MYADM;PECAM1;CDH13;HBEGF;CD151;NOTCH1;SEMA3B;PDGFB;TWIST2;SEMA3G;CXCR4;NEDD9;AIF1;RTN4;PPM1F;SDCBP;GPNMB;CLEC7A;PODXL;CCL5;PDPN;CCL3;CLASP2;CCR1;CCL24;F10;FZD4;CAV1;IGF1;BMP2;DAB2;CXCL12;PTPRC;SNAI2
