Symbol,log2FC,p_value,FDR,consistency,significant
CLEC6A,-0.03651807228915661,0.48689215037941747,0.596826457822703,0.4819277108433735,False
CLEC7A,-1.6820602409638556,6.83957381737701e-26,2.1969540140665548e-24,0.963855421686747,True
CLEC9A,-0.3383855421686748,2.6982643113858755e-06,8.40605487162095e-06,0.7108433734939759,False
CLGN,0.31172289156626504,0.0016036329278868628,0.003624737599772705,0.5421686746987951,False
CLIC1,-0.06161445783132525,0.2736786689415336,0.37787765105455323,0.5421686746987951,False
CLIC2,-0.8349518072289157,7.067267944161649e-09,2.877121083364896e-08,0.7349397590361446,False
CLIC3,-1.9043614457831324,8.576302370252082e-18,9.486136186922303e-17,0.9397590361445783,True
CLIC4,-1.0848795180722892,2.552054406128763e-18,3.007145164053531e-17,0.891566265060241,True
CLIC5,-3.1417710843373494,4.259689521081211e-27,1.6344872008492612e-25,0.9397590361445783,True
CLIC6,0.8125783132530121,9.039784902115149e-05,0.00023900657650156867,0.7710843373493976,False
CLIP1,-0.16420481927710845,0.03282231064277782,0.05975604170279343,0.5662650602409639,False
CLIP2,0.14269879518072284,0.23735513820194637,0.3362652289278563,0.5542168674698795,False
CLIPR-59,-0.2476626506024096,0.03602195198156068,0.06504354165738546,0.6385542168674698,False
CLK1,-0.49150602409638555,0.00028001587415354284,0.0006991465147184345,0.6506024096385542,False
CLK2,-1.0021927710843375,7.808133580703746e-10,3.529476160147535e-09,0.7831325301204819,True
CLK2P,0.1063614457831325,0.026050167109286877,0.04847251691488137,0.5903614457831325,False
CLK3,-0.008542168674698758,0.9061997299594531,0.9375242427884705,0.4939759036144578,False
CLK4,0.12531325301204815,0.398689943786691,0.510940112333556,0.5180722891566265,False
CLLU1,0.01525301204819275,0.716773906307832,0.7967982598414353,0.5301204819277109,False
CLLU1OS,0.010313253012048228,0.865643592459224,0.9085382393206058,0.4457831325301205,False
CLMN,0.5446746987951807,2.2928223472998322e-08,8.863303527626156e-08,0.7349397590361446,False
CLN3,0.6113253012048194,2.7745354940489833e-11,1.462278495309843e-10,0.7710843373493976,False
CLN5,-0.6434096385542167,1.4318043861263799e-12,8.666453386403783e-12,0.8674698795180723,False
CLN6,-0.12063855421686745,0.11795964021317278,0.18602419558469305,0.6265060240963856,False
CLN8,0.6436626506024097,0.00010869118085584241,0.0002847061468819692,0.6987951807228916,False
CLNS1A,0.34602409638554216,2.1918020831876896e-07,7.663475123185105e-07,0.7469879518072289,False
CLOCK,0.10248192771084337,0.406711281537307,0.5190797723150624,0.5301204819277109,False
CLPB,-0.06115662650602408,0.15977933428877014,0.24185079218815447,0.5542168674698795,False
CLPP,-0.030927710843373476,0.6645412511327953,0.7551335281766264,0.5542168674698795,False
CLPS,0.06563855421686747,0.21050694070348538,0.30472136859577253,0.5542168674698795,False
CLPTM1,0.8456867469879519,1.9570959933969655e-17,2.0814599528435953e-16,0.8795180722891566,False
CLPX,0.47566265060240975,4.5735638356161046e-08,1.7171541305922938e-07,0.7710843373493976,False
CLRN3,0.8324578313253009,2.4537842713294152e-05,6.909926041910595e-05,0.6746987951807228,False
CLSPN,-0.04708433734939764,0.42690949449386134,0.5390132284442817,0.5542168674698795,False
CLSTN1,0.17668674698795184,0.22765921875033893,0.3250266864026389,0.5301204819277109,False
CLSTN2,-0.27560240963855426,0.00509437459307904,0.01072855046754394,0.6506024096385542,False
CLSTN3,0.5219277108433734,1.7455697339500117e-05,5.00420261795e-05,0.6506024096385542,False
CLTA,-0.36202409638554234,1.2358350416930886e-06,3.982222097615221e-06,0.6987951807228916,False
CLTB,0.14512048192771088,0.15691643061414123,0.23819762484776855,0.5662650602409639,False
CLTC,0.4885421686746988,4.940917617163669e-08,1.8490283050992018e-07,0.7951807228915663,False
CLTCL1,0.30666265060240966,0.00010408009650284403,0.00027325053199508275,0.6746987951807228,False
CLU,-1.142409638554217,2.145423723077889e-17,2.265652947907908e-16,0.8554216867469879,True
CLUAP1,-0.5024819277108433,0.0013088598979904822,0.002994639428444812,0.7108433734939759,False
CLUL1,0.0016024096385541741,0.9881158089663497,0.9918978092610952,0.4457831325301205,False
CLYBL,-0.2985421686746989,0.0033941383055132684,0.007326224206028979,0.5662650602409639,False
CMA1,-0.28786746987951817,3.3092926430621044e-06,1.0209605243693905e-05,0.6987951807228916,False
CMAH,-1.0474698795180724,3.028666499751441e-10,1.4313445244970584e-09,0.7590361445783133,True
CMAS,0.13548192771084336,0.19800782217773025,0.2893846726145492,0.5421686746987951,False
CMIP,0.2526024096385541,0.0028772276749406403,0.0062705964234121385,0.6024096385542169,False
CMKLR1,-0.8335542168674698,3.087514510625294e-12,1.796988541530713e-11,0.8072289156626506,False
CMKOR1,-1.5196746987951806,3.088858638581932e-17,3.191736952295871e-16,0.8554216867469879,True
CML2,-0.7963614457831327,2.170220769283548e-06,6.827057792824713e-06,0.8313253012048193,False
CMPK,0.19148192771084338,0.029658918174196507,0.0544703204123274,0.5662650602409639,False
CMTM1,0.39096385542168677,0.00018159379670921774,0.00046345768341517847,0.6265060240963856,False
CMTM2,-2.9178795180722887,1.705724435294311e-30,1.090292201856464e-28,0.9879518072289156,True
CMTM3,-0.4095180722891565,0.0014238944745655106,0.0032418001998341323,0.6746987951807228,False
CMTM4,0.34401204819277104,0.0009989595207414886,0.0023223163329782505,0.6265060240963856,False
CMTM5,-0.1655421686746988,0.003842966996809845,0.008226613968263418,0.6867469879518072,False
CMTM6,-0.515843373493976,1.5067745283525767e-07,5.351437107537282e-07,0.7590361445783133,False
CMTM7,-1.1993253012048195,3.3135692461874997e-16,3.0410245895746752e-15,0.9036144578313253,True
CMTM8,0.33928915662650605,0.002638265461871751,0.005782499642458631,0.6506024096385542,False
CMYA1,0.1899518072289157,0.0011967012068224152,0.0027528780813420965,0.5783132530120482,False
CMYA3,0.017771084337349387,0.7099836431678471,0.7914979790617892,0.4819277108433735,False
CMYA5,0.3174096385542169,0.0005707419518674815,0.0013699099212669808,0.6746987951807228,False
CNAP1,0.8884216867469878,7.593383173824713e-16,6.695863706831913e-15,0.891566265060241,False
CNBD1,-0.0009518072289156702,0.9805441955043531,0.9866721119227412,0.46987951807228917,False
CNBP,-1.0710361445783132,1.0497624346771026e-16,1.0216509693261473e-15,0.8795180722891566,True
CNDP1,0.07648192771084333,0.11866518198009815,0.18699468716388112,0.6144578313253012,False
CNDP2,-0.04501204819277116,0.4244013787919355,0.5365655042474327,0.4939759036144578,False
CNFN,2.1525060240963856,4.122104844120257e-23,9.0636428033206e-22,0.9156626506024096,True
CNGA1,1.0569879518072292,1.4040305018939187e-08,5.548941427401164e-08,0.7710843373493976,True
CNGA2,0.01954216867469876,0.7189870084699583,0.7984936665992213,0.5301204819277109,False
CNGA3,0.7554216867469881,2.0898493629089887e-05,5.931968387354999e-05,0.6265060240963856,False
CNGA4,-0.2791084337349398,4.8127055144292244e-05,0.00013145289702284676,0.6626506024096386,False
CNGB1,1.6809638554216868,1.6290389151916983e-15,1.375921314823267e-14,0.8795180722891566,True
CNGB3,0.06760240963855418,0.16771042037181236,0.25205606984456236,0.5542168674698795,False
CNIH,-0.6894578313253011,3.4458155955364976e-06,1.0610209241158134e-05,0.7469879518072289,False
CNIH2,0.37671084337349403,0.01648335807751583,0.03188871707163519,0.5421686746987951,False
CNIH3,0.523433734939759,2.9635755199234362e-05,8.272258199127959e-05,0.6265060240963856,False
CNIH4,0.6016385542168673,4.2541654968137775e-14,3.030690849592341e-13,0.8795180722891566,False
CNKSR1,1.126843373493976,6.32329684083471e-21,1.0348666900394803e-19,0.9397590361445783,True
CNKSR2,-0.03155421686746991,0.5785326238968502,0.6819430091383366,0.5180722891566265,False
CNKSR3,0.6984939759036145,1.0352277112629893e-08,4.1467789284412614e-08,0.7831325301204819,False
CNN1,-2.3401204819277113,1.0933440135361339e-25,3.387901547424999e-24,0.9397590361445783,True
CNN2,-0.8372168674698794,5.9295092054771264e-05,0.0001602025426798408,0.6626506024096386,False
CNN3,-0.6839759036144578,2.0417998169589157e-14,1.5108605975402796e-13,0.8433734939759037,False
CNNM1,0.5090963855421686,2.513974375301808e-05,7.070813500019679e-05,0.6746987951807228,False
CNNM2,0.7348674698795181,9.25343499460967e-14,6.345212567732346e-13,0.8313253012048193,False
CNNM3,0.5785903614457831,1.1716527368415355e-09,5.200282549222262e-09,0.7710843373493976,False
CNNM4,0.986578313253012,3.6494530048463116e-20,5.438903599489759e-19,0.9397590361445783,False
CNO,0.15397590361445787,0.02440123418568317,0.04568833426685655,0.6144578313253012,False
CNOT1,0.6662891566265061,4.4489521529705275e-08,1.6720541109701614e-07,0.7469879518072289,False
CNOT10,-0.1318072289156625,0.016994644099755467,0.0327905761014622,0.5662650602409639,False
CNOT2,0.016795180722891483,0.816827454036935,0.8728929862513496,0.46987951807228917,False
CNOT3,0.9090722891566265,8.639805369634535e-16,7.554892088909024e-15,0.8313253012048193,False
CNOT4,0.30665060240963843,0.0004111613555815088,0.0010068288464716126,0.6867469879518072,False
CNOT6,-0.12277108433734939,0.04988268250075277,0.08703212693362256,0.6265060240963856,False
CNOT6L,0.16943373493975902,0.058376168350379634,0.100167929504496,0.5662650602409639,False
CNOT7,-0.47887951807228923,8.914566618427313e-06,2.631239990402493e-05,0.6867469879518072,False
CNOT8,-0.22681927710843366,0.004812720248088695,0.010165692719310561,0.6506024096385542,False
CNP,0.1553614457831325,0.07603140727253058,0.12652835749415697,0.5662650602409639,False
CNR1,-0.707855421686747,6.031097892866017e-06,1.8121073626374333e-05,0.7710843373493976,False
CNR2,-0.038180722891566286,0.3470260279495549,0.45692987687162556,0.5783132530120482,False
CNTD,-0.1225421686746988,0.16719898097376673,0.251376518880245,0.6265060240963856,False
CNTF,0.014277108433734967,0.7284506199221872,0.8053445643744489,0.46987951807228917,False
CNTFR,-1.7449156626506024,4.97156813954365e-23,1.081922099828832e-21,0.9156626506024096,True
CNTN1,-0.6950361445783133,4.533499811258852e-06,1.3769369054253246e-05,0.8192771084337349,False
CNTN2,0.1085903614457832,0.2369493032918515,0.33573945959712925,0.5301204819277109,False
CNTN3,0.17440963855421684,0.18086113492675374,0.26859937376162374,0.4457831325301205,False
CNTN4,-0.5729036144578314,1.254910332425634e-10,6.170258766313901e-10,0.7710843373493976,False
CNTN5,-0.01846987951807233,0.6538660586289247,0.7464076168810313,0.5421686746987951,False
CNTN6,-0.9196867469879518,2.3317299839519482e-14,1.7154196296049034e-13,0.8433734939759037,False
CNTNAP1,0.00887951807228919,0.9328418684859433,0.9551435697610239,0.4819277108433735,False
CNTNAP2,0.9448674698795182,0.00012735269329411928,0.0003309348843107655,0.5180722891566265,False
CNTNAP3,-0.4559036144578313,2.397256551741841e-08,9.255760612583462e-08,0.7951807228915663,False
CNTNAP3B,-0.5626144578313254,6.453522855567033e-11,3.2730785774646193e-10,0.7710843373493976,False
CNTNAP4,0.11260240963855422,0.03657230542225059,0.0659109839856939,0.5421686746987951,False
CNTNAP5,0.047855421686747016,0.5532107762811183,0.6594359548585722,0.5903614457831325,False
CNTROB,0.42027710843373495,0.00017336141134728249,0.00044369359201960423,0.6144578313253012,False
COASY,1.0200963855421687,1.4802710243139507e-26,5.213594313448154e-25,0.9397590361445783,True
COBL,-0.9372048192771085,2.624901237234616e-07,9.110162002080306e-07,0.7469879518072289,False
COBLL1,-0.3491927710843374,0.0002069344298276218,0.000524971269925678,0.6506024096385542,False
COBRA1,0.5679879518072289,2.06421282340651e-10,9.923199967396376e-10,0.7590361445783133,False
COCH,1.7594578313253009,2.823180706025588e-10,1.339707464303133e-09,0.7831325301204819,True
COG1,0.3496867469879518,6.900753341393922e-08,2.5398606048185964e-07,0.7108433734939759,False
COG2,0.5176626506024096,4.456449777665212e-12,2.5482598863520566e-11,0.8313253012048193,False
COG3,0.27507228915662657,0.014745734126878431,0.028763339686228132,0.6385542168674698,False
COG4,0.5186867469879518,1.3177318809139933e-09,5.812918163768335e-09,0.7831325301204819,False
COG5,-0.858566265060241,6.476950659396993e-07,2.153903591830843e-06,0.7710843373493976,False
COG6,-0.02342168674698796,0.8341734246476719,0.8855152064692998,0.4578313253012048,False
COG7,0.8534578313253013,3.166368778217468e-17,3.265197475389233e-16,0.8795180722891566,False
COG8,-0.4550240963855422,6.452753074340421e-07,2.146517449119929e-06,0.6867469879518072,False
COIL,0.8080120481927713,4.011602931257281e-24,1.0215733590709231e-22,0.927710843373494,False
COL10A1,3.4844698795180724,2.2968177974762713e-29,1.2592897579266452e-27,0.9759036144578314,True
COL11A1,4.543313253012049,3.5286838638721246e-28,1.605898345204058e-26,0.963855421686747,True
COL11A2,0.1941686746987951,0.014128865995583476,0.027676780698209256,0.6265060240963856,False
COL12A1,-0.5272650602409636,0.00025812152903264385,0.0006469568175951192,0.7228915662650602,False
COL13A1,-2.3131204819277107,2.045493275090533e-28,9.726607274449188e-27,0.9518072289156626,True
COL14A1,-1.010481927710843,8.95922850581378e-11,4.4822570931740914e-10,0.8313253012048193,True
COL15A1,-0.45101204819277096,0.008054432669531616,0.01643445357017038,0.6144578313253012,False
COL16A1,0.2065783132530121,0.07913121612017414,0.1309246968065316,0.5662650602409639,False
COL17A1,2.334180722891566,1.911220413060498e-14,1.4200189050309308e-13,0.8554216867469879,True
COL18A1,0.5389518072289156,4.5309916718291165e-05,0.00012407796354287697,0.6385542168674698,False
COL19A1,0.05836144578313254,0.2267216695618832,0.3239972628723912,0.5542168674698795,False
COL1A1,2.8599036144578314,5.633122808833931e-26,1.8255623472195567e-24,0.927710843373494,True
COL1A2,1.4724216867469881,1.2994410849309443e-14,9.8503519668186e-14,0.8313253012048193,True
COL20A1,-0.31933734939759034,0.0005735437443391161,0.0013765049864138787,0.7108433734939759,False
COL21A1,-0.22984337349397588,0.091838049609961,0.14928817776852446,0.6867469879518072,False
COL22A1,1.4357951807228915,6.324635755116211e-13,3.963999349843715e-12,0.8313253012048193,True
COL23A1,-0.19461445783132536,0.042759957081378384,0.0758639590034358,0.6144578313253012,False
COL24A1,0.8430963855421687,9.810839336017427e-10,4.392603884341489e-09,0.7831325301204819,False
COL25A1,0.1399277108433735,0.0695166191343364,0.11681767559135466,0.4819277108433735,False
COL27A1,0.8966867469879518,1.1230042833310776e-09,4.997600836100362e-09,0.7469879518072289,False
COL28,0.16268674698795177,0.0002579327062539712,0.0006465472506750446,0.6506024096385542,False
COL2A1,0.23283132530120484,0.17594920591802043,0.2624075388998968,0.5180722891566265,False
COL3A1,1.6166024096385543,2.5298546877600565e-17,2.649629611223378e-16,0.8795180722891566,True
COL4A1,0.09167469879518078,0.372026108699627,0.48324453435376613,0.5662650602409639,False
COL4A2,-0.23844578313253018,0.038862990163171886,0.06964948712582548,0.6024096385542169,False
COL4A3,-1.277457831325301,3.103686029993442e-11,1.6283310497635214e-10,0.7831325301204819,True
COL4A3BP,-0.5297951807228917,8.968832796482637e-05,0.0002372539319356538,0.7108433734939759,False
COL4A4,0.34913253012048207,0.02932184045688896,0.05392522382876131,0.5542168674698795,False
COL4A5,-1.576759036144578,4.1762259474716184e-17,4.259951407525179e-16,0.8674698795180723,True
COL4A6,-0.898156626506024,5.562248629264999e-12,3.14592274629839e-11,0.927710843373494,False
COL5A1,0.7518192771084337,7.339421553397412e-08,2.69235593826143e-07,0.7590361445783133,False
COL5A2,1.6744939759036146,1.4073548127295698e-17,1.5183675333265589e-16,0.9156626506024096,True
COL5A3,0.03349397590361449,0.7785099018125814,0.8435681021429454,0.4578313253012048,False
COL6A1,0.13468674698795183,0.20587869753325416,0.2991349628902842,0.5662650602409639,False
COL6A2,-0.9063012048192769,2.92273291089861e-09,1.2437993518444402e-08,0.7831325301204819,False
COL6A3,0.6980120481927711,3.290332011467789e-08,1.2536475418861845e-07,0.7349397590361446,False
COL7A1,1.9682289156626507,6.691468163458261e-14,4.653661839212087e-13,0.891566265060241,True
COL8A1,0.7995542168674699,5.385668940252192e-09,2.224933709646245e-08,0.7349397590361446,False
COL8A2,0.28316867469879525,0.07443321401712422,0.12418553020695436,0.6024096385542169,False
COL9A1,0.18881927710843371,0.012773938967720638,0.02525011712034289,0.5662650602409639,False
COL9A2,1.7601566265060242,4.030081363509149e-15,3.253737540072128e-14,0.8554216867469879,True
COL9A3,0.15750602409638553,0.0646707137070509,0.10965959852745283,0.5060240963855421,False
COLEC10,-0.24444578313253013,1.4110962804018885e-05,4.084456635956769e-05,0.6506024096385542,False
COLEC11,-1.078590361445783,6.9492539129216985e-12,3.8863270948500326e-11,0.8313253012048193,True
COLEC12,-2.4838915662650605,2.3162734082524338e-29,1.2672257098052024e-27,0.963855421686747,True
COLQ,0.11667469879518065,0.33308434737634246,0.4417509017440388,0.5903614457831325,False
COMMD1,0.00025301204819269506,0.9963224930481218,0.9977343813235797,0.4819277108433735,False
COMMD10,-0.6601807228915664,1.9394359628285614e-07,6.816696724835397e-07,0.7228915662650602,False
COMMD2,-0.225012048192771,0.006533969379208419,0.013522956476331125,0.6626506024096386,False
COMMD3,-0.3589638554216867,3.7162958347324634e-11,1.9361574039646503e-10,0.8554216867469879,False
COMMD4,0.08289156626506022,0.17246761407539235,0.25827502366835303,0.5662650602409639,False
COMMD5,0.5126867469879518,5.550800894271797e-06,1.673330664181473e-05,0.7710843373493976,False
COMMD6,-0.6511807228915663,4.947565522098307e-19,6.363299640150705e-18,0.8674698795180723,False
COMMD7,-0.133277108433735,0.004642087794881234,0.009830576334119587,0.6506024096385542,False
COMMD8,-0.6540602409638555,3.228913180404185e-07,1.110948759933493e-06,0.7349397590361446,False
COMMD9,-0.1899759036144579,0.0021468007171760086,0.004767752967695998,0.6626506024096386,False
COMP,3.7305542168674704,2.547826701813263e-18,3.0035547402284253e-17,0.8795180722891566,True
COMT,-2.112156626506024,7.250745917122759e-19,9.158836947944537e-18,0.891566265060241,True
COMTD1,0.8383493975903616,1.8249401505049408e-10,8.811250223732339e-10,0.7951807228915663,False
COP1,-1.6062650602409638,5.388834889688993e-21,8.879012927052329e-20,0.9397590361445783,True
COPA,0.48775903614457844,1.8777151765656678e-15,1.577057579789719e-14,0.8433734939759037,False
COPB,0.558855421686747,2.210323387427848e-13,1.4492429633032076e-12,0.8313253012048193,False
COPB2,0.5373132530120484,2.6619192259755675e-13,1.7337231210655003e-12,0.8313253012048193,False
COPE,-0.31178313253012035,0.0013387512701412937,0.0030580795826878433,0.6626506024096386,False
COPG,0.6735060240963854,6.355531085507371e-22,1.1793195537221555e-20,0.963855421686747,False
COPG2,0.6233373493975903,1.434382123363995e-07,5.107878110075592e-07,0.7228915662650602,False
COPS2,-0.455132530120482,5.3552846073270084e-05,0.0001454451162703097,0.7349397590361446,False
COPS3,-0.15331325301204815,0.013117622213691142,0.025861152287376215,0.6265060240963856,False
COPS4,-0.3890963855421687,5.301605062974704e-10,2.4393711847002432e-09,0.7108433734939759,False
COPS5,-0.16818072289156621,0.011019551712593221,0.022014873218813534,0.5783132530120482,False
COPS6,-0.018265060240963943,0.756398776118398,0.8264873053708776,0.4819277108433735,False
COPS7A,-0.1356265060240963,0.00592241453105069,0.012350702981386142,0.6144578313253012,False
COPS7B,0.25204819277108437,3.4959552878420555e-06,1.075678550105248e-05,0.7349397590361446,False
COPS8,-0.6263975903614458,2.781777892299996e-09,1.1865933866551292e-08,0.7831325301204819,False
COPZ1,-0.15221686746987953,0.062132016934559664,0.10585578025818362,0.5542168674698795,False
COPZ2,-0.5653855421686746,1.0339472898773041e-07,3.734187827154829e-07,0.6867469879518072,False
COQ10A,-0.26060240963855413,0.003946571240622248,0.008432787868421804,0.6144578313253012,False
COQ10B,-0.3774216867469878,6.678449078379999e-09,2.7284365594023956e-08,0.7590361445783133,False
COQ2,-0.09777108433734961,0.2143854591658687,0.30933957694853953,0.5662650602409639,False
COQ3,0.22736144578313253,0.008261913532371242,0.01683080399291515,0.6385542168674698,False
COQ5,-0.16720481927710842,0.001678718180306,0.003785374092092239,0.6385542168674698,False
COQ6,-0.43404819277108436,0.0003117124804928114,0.0007742594711713652,0.7108433734939759,False
COQ7,-0.3306265060240964,0.00012140895508040345,0.0003162002269907313,0.6987951807228916,False
COQ9,0.42314457831325314,1.3596080208229556e-07,4.854516217506805e-07,0.7831325301204819,False
CORIN,-0.9491927710843372,1.798754934619955e-10,8.689769376515696e-10,0.7831325301204819,False
CORO1A,-0.5867710843373496,6.930678751582655e-06,2.06701603095267e-05,0.6385542168674698,False
CORO1B,0.8095783132530121,1.2941498725176267e-15,1.1081512203584121e-14,0.927710843373494,False
CORO1C,-0.9787108433734942,1.5635647095350027e-18,1.899574317601264e-17,0.9397590361445783,False
CORO2A,0.9567349397590362,1.0025869932593986e-10,4.992329831379742e-10,0.8072289156626506,False
CORO2B,-1.6719397590361447,1.8195072550303077e-26,6.323533410925004e-25,0.9518072289156626,True
CORO6,-0.4430722891566265,0.000315858235611991,0.0007838682581181399,0.6746987951807228,False
CORO7,0.41424096385542175,4.10040108438142e-06,1.250320071756722e-05,0.7469879518072289,False
CORT,-0.038144578313253005,0.5144922618376511,0.6229739714968987,0.5421686746987951,False
COTL1,-0.2147831325301205,0.02315619494877148,0.0435687892535128,0.5542168674698795,False
COVA1,0.2603012048192771,0.004987064028246958,0.010519103629765575,0.6265060240963856,False
COX10,0.21866265060240955,0.0004222903465244345,0.001032093997077684,0.6144578313253012,False
COX11,-0.4431807228915662,9.862480112783846e-05,0.00025962489038619725,0.6506024096385542,False
COX11P,-0.08187951807228919,0.2811509258328939,0.38595292214487487,0.5180722891566265,False
COX15,-0.043132530120481925,0.6265523415772165,0.7234371882959374,0.46987951807228917,False
COX17,-0.5258433734939759,3.852305817221971e-07,1.313884702910939e-06,0.7590361445783133,False
COX4I1,-0.22101204819277118,8.105771733344387e-07,2.6666343320351896e-06,0.6987951807228916,False
COX4I2,-2.3647469879518077,1.5534311869429556e-26,5.4359407697151015e-25,0.9759036144578314,True
COX4NB,-0.07718072289156629,0.3435014030167011,0.45325081393904965,0.6024096385542169,False
COX5A,0.17830120481927703,0.0023703699900277206,0.005231842143528129,0.6265060240963856,False
COX5B,-0.21901204819277095,0.007195535647022092,0.014794429737665597,0.6144578313253012,False
COX6A1,-0.1426144578313253,0.03899321137821091,0.06986810096222605,0.5903614457831325,False
COX6A2,0.015963855421686726,0.7382203813333733,0.8130715430392682,0.4457831325301205,False
COX6B1,-0.2842289156626507,0.0006171209545759646,0.0014751063689197163,0.6746987951807228,False
COX6B2,0.2513614457831325,0.009585657316486411,0.01934315238608823,0.5903614457831325,False
COX6BP1,0.06838554216867465,0.4196583353149879,0.5318640985609173,0.6024096385542169,False
COX6C,0.22807228915662664,2.9287990720228713e-07,1.0119332933894045e-06,0.7590361445783133,False
COX7A1,-2.5984819277108433,5.973959656418409e-41,2.0537504548551936e-38,1.0,True
COX7A2,-0.3803614457831325,3.0862423066437994e-06,9.54925860873489e-06,0.7228915662650602,False
COX7B,0.0007228915662650234,0.9924520610139677,0.994798283380431,0.5662650602409639,False
COX7B2,0.34309638554216865,0.009833315781952718,0.019803637863590656,0.6265060240963856,False
COX7C,-0.21649397590361447,0.0014253227111721,0.003244471167879226,0.6385542168674698,False
COX8A,-0.21689156626506031,0.0006496552324066417,0.0015470587955092171,0.6385542168674698,False
COX8C,0.34828915662650606,0.012868217520531062,0.02541278168935804,0.5662650602409639,False
CP,2.3321204819277104,1.7211464630268847e-14,1.2863092250118668e-13,0.7831325301204819,True
CP110,-0.0498192771084337,0.5923676670344193,0.6940146195705825,0.5903614457831325,False
CPA1,-0.049445783132530154,0.4116852391802401,0.5239255870307808,0.5301204819277109,False
CPA2,-0.01127710843373497,0.7894898943800863,0.8523435288163893,0.5421686746987951,False
CPA3,-3.501578313253012,4.477525940974205e-36,6.780253567760939e-34,1.0,True
CPA4,-0.5039277108433735,0.004649009764061984,0.00984359620455571,0.6746987951807228,False
CPA5,0.18808433734939758,0.05633608544818572,0.09699445139427752,0.5542168674698795,False
CPA6,0.16678313253012048,0.16124807204943828,0.24371079624540531,0.43373493975903615,False
CPAMD8,-1.3706867469879516,4.023309017297818e-11,2.0867070621825992e-10,0.8192771084337349,True
CPB1,-0.7532771084337349,7.528356696476612e-07,2.482776696374968e-06,0.7349397590361446,False
CPB2,-4.407397590361446,8.467292073657005e-31,5.683586025167129e-29,0.9518072289156626,True
CPD,0.9984819277108437,9.40025486523456e-15,7.24893858052644e-14,0.891566265060241,False
CPE,-0.4376144578313254,0.02433145990028573,0.04556775175671886,0.6024096385542169,False
CPEB1,-1.164578313253012,6.446072089628341e-14,4.4915933705873726e-13,0.9156626506024096,True
CPEB2,-0.6836867469879517,4.698115663174258e-07,1.5853569766700243e-06,0.7228915662650602,False
CPEB3,-0.37616867469879506,9.520032397857972e-06,2.802147682535078e-05,0.6867469879518072,False
CPEB4,-0.3140361445783132,0.02542172891278615,0.047403707655301594,0.6506024096385542,False
CPLX1,0.40820481927710844,0.01052939479245869,0.021103584930288275,0.6144578313253012,False
CPLX2,0.15272289156626503,0.16381144199174263,0.2471012798262634,0.46987951807228917,False
CPLX3,0.07332530120481932,0.2832066482323424,0.3883558177571577,0.5180722891566265,False
CPLX4,-0.0195421686746988,0.5975233790178646,0.6986072320517704,0.5301204819277109,False
CPM,-1.2735421686746988,3.689003272363869e-11,1.9231197387077218e-10,0.8072289156626506,True
CPN1,0.04432530120481926,0.4954035694619949,0.6051311666160825,0.5421686746987951,False
CPN2,-0.004843373493975964,0.9475513335869443,0.9649616078800635,0.4939759036144578,False
CPNE1,-0.2594216867469879,0.009785486272077426,0.019713554859174035,0.6626506024096386,False
CPNE2,-0.2181927710843373,0.034940483214784275,0.06321640658446141,0.6024096385542169,False
CPNE3,-0.14254216867469877,0.04869692288147408,0.0852321787481734,0.5783132530120482,False
CPNE4,1.6543734939759034,1.1224296265877621e-16,1.0898705992516286e-15,0.8433734939759037,True
CPNE5,0.6356385542168674,5.449779450472936e-06,1.6442408588713413e-05,0.7469879518072289,False
CPNE6,-0.041144578313252994,0.4756935498086257,0.586093235583444,0.5421686746987951,False
CPNE7,0.7403493975903616,7.50418831402482e-08,2.747647534668846e-07,0.7228915662650602,False
CPNE8,0.12259036144578314,0.27212498226330184,0.37607885423611465,0.5421686746987951,False
CPNE9,0.017614457831325345,0.8031278548863096,0.862309978404141,0.5301204819277109,False
CPO,-0.1947710843373494,0.00030871150342776186,0.0007673298140891316,0.6265060240963856,False
CPS1,0.30890361445783127,0.2992054021012508,0.4057022401372892,0.3132530120481928,False
CPSF1,0.48931325301204825,2.90990741385786e-06,9.027810318115118e-06,0.7228915662650602,False
CPSF2,-0.1846987951807229,0.008395062994201676,0.01707606960681943,0.6024096385542169,False
CPSF3,0.6362048192771085,5.377675490101469e-20,7.826548310536692e-19,0.8554216867469879,False
CPSF3L,0.5171325301204821,3.5970697284311126e-08,1.3668327691006348e-07,0.7831325301204819,False
CPSF4,0.5053253012048193,8.477868699789594e-08,3.086390665750533e-07,0.7710843373493976,False
CPSF6,1.235710843373494,1.1047974934940668e-32,9.759044525864258e-31,1.0,True
CPT1A,-0.30593975903614457,0.0008415364038354596,0.0019740604991769564,0.6506024096385542,False
CPT1B,0.7052771084337349,6.152617545113913e-11,3.128574662156665e-10,0.7710843373493976,False
CPT1C,-0.061999999999999916,0.7093921651173085,0.7909028362139711,0.5421686746987951,False
CPT2,-0.07119277108433741,0.2838756354873088,0.38910539691794915,0.5542168674698795,False
CPVL,-1.8183493975903615,4.512365946278502e-22,8.596688528562716e-21,0.9397590361445783,True
CPXCR1,-0.00024096385542169766,0.9963741719806993,0.9977468583030502,0.4939759036144578,False
CPXM,1.1175783132530122,1.1429846747810455e-08,4.5561783338185205e-08,0.8072289156626506,True
CPXM2,-1.264084337349398,1.5933145561861943e-11,8.598625861132113e-11,0.8313253012048193,True
